,id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,id_parcelle,lot1_numero,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,surface_terrain,longitude,latitude
1819673,2020-769397,2020-12-18,1,Vente,286200.0,54.0,BD ROMAIN ROLLAND,1370,77220.0,77215,Gretz-Armainvilliers,77,772150000D1629,47.0,1,1.0,Maison,87.0,5.0,S,sols,735.0,2.726408,48.744108
1759018,2020-740716,2020-06-19,1,Vente,280000.0,71.0,RTE DES HERMONES,0120,74500.0,74057,Champanges,74,740570000B0665,6,1,1.0,Maison,107.0,5.0,S,sols,332.0,6.554048,46.367748
1479540,2020-621310,2020-09-23,1,Vente,228850.0,2.0,RUE DE GOURNAY,0320,60160.0,60414,Montataire,60,60414000AX0490,1.0,1,2.0,Appartement,114.0,5.0,AG,terrains d'agrément,65.0,2.450296,49.261394
2003702,2020-853281,2020-09-10,1,Vente,472000.0,2704.0,ANCIEN CHEM DE TOULON,1219,83110.0,83123,Sanary-sur-Mer,83,83123000AL2168,6.0,1,2.0,Appartement,40.0,2.0,S,sols,600.0,5.793011,43.13231
285084,2020-125120,2020-11-28,1,Vente,125400.0,9021.0,VC RES LE VILLAGE DE LA PLAGE,1930,14640.0,14754,Villers-sur-Mer,14,14754000AE0221,45.0,1,2.0,Appartement,24.0,2.0,AG,terrains d'agrément,42.0,0.010264,49.327866
867606,2020-362578,2020-12-23,1,Vente,272150.0,5.0,RUE EDMOND ROSTAND,0485,38320.0,38158,Eybens,38,38158000AM0102,3.0,1,1.0,Maison,76.0,5.0,S,sols,120.0,5.753157,45.156718
147110,2020-64767,2020-05-14,1,Vente,78000.0,59.0,GRAND CHAMPAGNE,B053,7220.0,7279,Saint-Montan,7,07279000AP0240,117.0,1,1.0,Maison,58.0,3.0,S,sols,84.0,4.666935,44.436791
1653358,2020-697748,2020-02-18,1,Vente,286200.0,3.0,CHE DE LA CREUZE,0035,69400.0,69115,Limas,69,69115000AE0033,26,1,2.0,Appartement,120.0,4.0,J,jardins,150.0,4.703224,45.974195
1779563,2020-751130,2020-11-07,1,Vente,280000.0,1.0,RUE DES FERMES,0380,76310.0,76552,Sainte-Adresse,76,76552000AB0342,37.0,1,2.0,Appartement,103.0,5.0,S,sols,62.0,0.078956,49.513721
612858,2020-250745,2020-12-22,1,Vente,375610.0,3.0,RUE DU PIC DE TANARGUE,0615,31240.0,31561,L'Union,31,31561000AX0001,24.0,1,1.0,Maison,133.0,6.0,S,sols,1006.0,1.492204,43.654206
1575306,2020-660521,2020-05-06,1,Vente,160000.0,1.0,ALL DU HARAS,0405,64110.0,64237,Gelos,64,64237000AE0181,1.0,1,1.0,Maison,89.0,5.0,S,sols,191.0,-0.362051,43.281628
1280028,2020-529363,2020-11-05,1,Vente,85000.0,5187.0,LA THEBAUDIERE,C565,53160.0,53053,Champgenéteux,53,530530000B1070,11.0,1,1.0,Maison,110.0,6.0,T,terres,3230.0,-0.393332,48.286933
281850,2020-123599,2020-06-19,1,Vente,125000.0,9029.0,CHEM DU BOIS,B028,14640.0,14754,Villers-sur-Mer,14,14754000AO0071,84.0,1,1.0,Maison,43.0,3.0,AG,terrains d'agrément,65.0,0.004406,49.314711
873324,2020-365555,2020-12-09,1,Vente,209000.0,11.0,RUE DU CHEVREFEUILLE,0054,38530.0,38314,Pontcharra,38,38314000AO0237,5.0,1,1.0,Maison,86.0,5.0,S,sols,113.0,6.01532,45.434952
2293412,2020-982611,2020-09-07,1,Vente,700000.0,16.0,ALL GAMBETTA,0440,93340.0,93062,Le Raincy,93,93062000AK0201,2.0,1,4.0,Local industriel. commercial ou assimilé,360.0,0.0,S,sols,877.0,2.509738,48.89525
912495,2020-381633,2020-07-10,1,Vente,346000.0,9001.0,RES LES DUNES,A071,40510.0,40296,Seignosse,40,40296000BL0012,214.0,1,2.0,Appartement,42.0,3.0,S,sols,125.0,-1.433891,43.695828
255351,2020-111771,2020-05-11,1,Vente,237000.0,133.0,RTE DEPARTEMENTALE 368,0760,13170.0,13071,Les Pennes-Mirabeau,13,13071000AZ0102,2.0,1,1.0,Maison,73.0,4.0,S,sols,402.0,5.345866,43.382151
1088222,2020-456867,2020-06-29,1,Vente,282000.0,30.0,RUE DE CAMBRAI,0193,45160.0,45232,Olivet,45,45232000BK0281,30.0,1,1.0,Maison,118.0,5.0,S,sols,500.0,1.904713,47.840221
2277140,2020-974385,2020-11-18,1,Vente,435000.0,9.0,RUE DE LA TREFILERIE,9160,93120.0,93027,La Courneuve,93,93027000AQ0032,9.0,1,2.0,Appartement,66.0,4.0,S,sols,24.0,2.407926,48.923854
870966,2020-364279,2020-04-27,1,Vente,359300.0,264.0,RUE DE LA BALME,0016,38950.0,38423,Saint-Martin-le-Vinoux,38,38423000AX0192,25.0,1,1.0,Maison,117.0,5.0,S,sols,485.0,5.702713,45.212096
1626546,2020-685542,2020-05-13,1,Vente,238000.0,26.0,IMP DE LA CHARENTE,0242,69330.0,69282,Meyzieu,69,69282000DH0376,18.0,1,2.0,Appartement,67.0,3.0,S,sols,37.0,5.005911,45.764438
283811,2020-124514,2020-10-01,1,Vente,85000.0,35.0,RUE DE LA CAVEE,0260,14360.0,14715,Trouville-sur-Mer,14,14715000AC0326,2.0,1,2.0,Appartement,16.0,1.0,S,sols,3.0,0.082854,49.367012
1856070,2020-785609,2020-12-15,1,Vente,185000.0,6.0,ALL ARTHEMIS,0103,77100.0,77284,Meaux,77,77284000AK0075,97,1,1.0,Maison,79.0,4.0,S,sols,167.0,2.906605,48.954907
2330103,2020-1002197,2020-10-13,1,Vente,360170.0,12.0,RUE ALFRED KASTLER,0006,94510.0,94060,La Queue-en-Brie,94,94060000AO0025,19.0,1,1.0,Maison,88.0,5.0,S,sols,361.0,2.583128,48.786396
2188523,2020-929001,2020-11-30,1,Vente,290800.0,13.0,VIL DES AMANDIERS,A030,91800.0,91097,Boussy-Saint-Antoine,91,91097000AO0017,13.0,1,1.0,Maison,74.0,4.0,S,sols,141.0,2.534054,48.693244
1798148,2020-760108,2020-03-04,1,Vente,90000.0,3.0,RUE VOLTAIRE,0240,77460.0,77458,Souppes-sur-Loing,77,77458000BE0254,35.0,1,4.0,Local industriel. commercial ou assimilé,183.0,0.0,S,sols,20.0,2.730643,48.182092
2019847,2020-860984,2020-11-09,1,Vente,144000.0,1007.0,CHE DU BEL ENFANT,0299,84100.0,84087,Orange,84,840870000O1079,2.0,1,2.0,Appartement,66.0,3.0,S,sols,27.0,4.802258,44.122016
1782052,2020-752365,2020-03-11,1,Vente,213000.0,13.0,RUE SAINT JUST,1182,76700.0,76341,Harfleur,76,76341000AI0903,12.0,1,2.0,Appartement,38.0,2.0,S,sols,26.0,0.200533,49.506709
1840044,2020-777955,2020-05-14,1,Vente,265000.0,4.0,CHE DE DAMPLEGER,0060,77470.0,77369,Poincy,77,773690000C0698,1.0,1,1.0,Maison,89.0,5.0,S,sols,500.0,2.930358,48.968463
2210562,2020-939967,2020-09-30,1,Vente,264500.0,69.0,RUE DES PROVENCHERES,0050,91820.0,91099,Boutigny-sur-Essonne,91,910990000A0584,105.0,1,1.0,Maison,96.0,4.0,S,sols,404.0,2.366169,48.439448
1635358,2020-689834,2020-05-11,1,Vente,314000.0,51.0,ALL DE LA CLAIRIERE,0141,69540.0,69100,Irigny,69,69100000AX0011,51.0,1,1.0,Maison,98.0,5.0,S,sols,255.0,4.819464,45.669645
1776847,2020-749718,2020-06-19,1,Vente,43000.0,50.0,RUE DE VERDUN,7845,76600.0,76351,Le Havre,76,76351000MB0037,7.0,1,1.0,Maison,40.0,3.0,S,sols,59.0,0.148939,49.50109
268592,2020-117707,2020-06-25,1,Vente,425000.0,9576.0,CHE DE LA BOULANGERE,0202,13500.0,13056,Martigues,13,13056000CR0576,1.0,1,1.0,Maison,100.0,5.0,S,sols,667.0,5.04565,43.335064
1900987,2020-807295,2020-08-26,1,Vente,250000.0,21.0,RTE DE MERICOURT,0300,78270.0,78528,Rolleboise,78,785280000A0120,2.0,1,1.0,Maison,125.0,4.0,BT,taillis simples,1217.0,1.611579,49.023649
219323,2020-92115,2020-09-07,1,Vente,195000.0,2003.0,MATEILLE,B060,11430.0,11170,Gruissan,11,11170000BM0011,428,1,4.0,Local industriel. commercial ou assimilé,119.0,0.0,S,sols,3060.0,3.144774,43.136078
760745,2020-314967,2020-02-21,1,Vente,128300.0,4.0,AV DE LA MEDITERRANEE,1463,34300.0,34003,Agde,34,34003000KL0035,162.0,1,2.0,Appartement,28.0,2.0,AG,terrains d'agrément,18.0,3.512977,43.292758
2209272,2020-939397,2020-08-12,1,Vente,246000.0,14.0,RUE REVERSELEUX,3560,91150.0,91223,Étampes,91,91223000BM0070,1.0,1,1.0,Maison,83.0,4.0,S,sols,301.0,2.145289,48.42358
1217151,2020-505004,2020-02-07,1,Vente,40000.0,2.0,RUE DU MARAIS,0039,50590.0,50349,Montmartin-sur-Mer,50,50349000AN0084,60,1,1.0,Maison,45.0,3.0,S,sols,200.0,-1.553586,48.979702
121002,2020-53460,2020-08-04,1,Vente,468800.0,190.0,CHE DE POURSEL,0230,6550.0,6108,La Roquette-sur-Siagne,6,06108000AR0087,10.0,1,1.0,Maison,90.0,4.0,S,sols,500.0,6.957668,43.574926
1849262,2020-782398,2020-09-17,1,Vente,371000.0,48.0,RUE LOUIS JACOLLIOT,1034,77400.0,77243,Lagny-sur-Marne,77,77243000BC0149,24.0,1,1.0,Maison,112.0,5.0,S,sols,263.0,2.713437,48.868649
102782,2020-44696,2020-07-24,1,Vente,758400.0,290.0,CHE DE SAQUIER,6104,6200.0,6088,Nice,6,06088000AS0110,3,1,2.0,Appartement,54.0,3.0,T,terres,1193.0,7.200942,43.735833
1986587,2020-843379,2020-12-08,1,Vente,249000.0,5365.0,LA GORGE DE LA TUILIERE,B020,83119.0,83025,Brue-Auriac,83,830250000H0601,1.0,1,1.0,Maison,82.0,4.0,AG,terrains d'agrément,700.0,5.934941,43.531581
1982957,2020-841605,2020-01-02,1,Vente,544000.0,170.0,CHE DE SAINT BONNAVENTURE,0142,83580.0,83065,Gassin,83,830650000A5133,1.0,1,1.0,Maison,50.0,3.0,S,sols,523.0,6.620727,43.262253
2276683,2020-974246,2020-11-20,1,Vente,360000.0,20.0,AV DE LA DIVISION LECLERC,2530,93350.0,93013,Le Bourget,93,930130000K0005,60.0,1,4.0,Local industriel. commercial ou assimilé,440.0,0.0,S,sols,60.0,2.423839,48.932272
119061,2020-52652,2020-03-05,1,Adjudication,562000.0,5629.0,RTE DE VALBONNE,0820,6410.0,6018,Biot,6,06018000AV0106,5.0,1,1.0,Maison,200.0,5.0,S,sols,500.0,7.050574,43.639424
2265315,2020-968560,2020-10-16,1,Vente,125000.0,242.0,RUE DE STALINGRAD,8583,93700.0,93029,Drancy,93,93029000AS0132,19.0,1,1.0,Maison,50.0,3.0,S,sols,46.0,2.417232,48.918793
110059,2020-48536,2020-03-04,1,Vente,280000.0,456.0,AV GENERAL DE GAULLE,0020,6690.0,6147,Tourrette-Levens,6,061470000B1397,1,1,2.0,Appartement,57.0,4.0,S,sols,365.0,7.274739,43.79123
2271263,2020-971597,2020-05-19,1,Vente,50000.0,31.0,RUE CHAUDRON,1472,93210.0,93066,Saint-Denis,93,93066000CS0018,12.0,1,2.0,Appartement,32.0,2.0,S,sols,2.0,2.361919,48.907446
155107,2020-67381,2020-02-19,1,Vente,246450.0,55.0,RUE AUGUSTE RENOIR,0038,7500.0,7102,Guilherand-Granges,7,07102000AP0194,55.0,1,1.0,Maison,96.0,5.0,S,sols,401.0,4.866351,44.92752
259363,2020-113582,2020-07-17,1,Vente,260000.0,225.0,CHE DE SAINT MARTIN CELONY,2797,13090.0,13001,Aix-en-Provence,13,13001000MO0437,1.0,1,1.0,Maison,102.0,5.0,T,terres,1000.0,5.403054,43.56321
1750183,2020-736926,2020-05-15,1,Vente,287700.0,370.0,CHE DES PLAGNES,0202,74130.0,74189,Mont-Saxonnex,74,741890000B0460,9.0,1,1.0,Maison,79.0,5.0,S,sols,409.0,6.476657,46.05369
2313425,2020-993112,2020-02-14,1,Vente,530000.0,82.0,RUE HENRI BARBUSSE,4440,94800.0,94076,Villejuif,94,940760000P0018,16.0,1,1.0,Maison,148.0,6.0,S,sols,288.0,2.369057,48.804252
1850229,2020-782854,2020-10-20,1,Vente,280000.0,17.0,ALL RENE DESCARTES,6300,77186.0,77337,Noisiel,77,77337000AK0031,129.0,1,1.0,Maison,111.0,5.0,S,sols,252.0,2.618977,48.847685
2334667,2020-1004641,2020-03-09,1,Vente,636980.0,11.0,RUE DU MONUMENT,6276,94500.0,94017,Champigny-sur-Marne,94,94017000BG0079,2.0,1,1.0,Maison,130.0,6.0,S,sols,400.0,2.516133,48.813006
1831959,2020-774307,2020-12-01,1,Vente,327000.0,154.0,CHE DE HUIRY,0560,77860.0,77128,Couilly-Pont-aux-Dames,77,771280000A1758,4.0,1,1.0,Maison,130.0,5.0,S,sols,648.0,2.856507,48.889955
1776657,2020-749604,2020-06-10,1,Vente,158950.0,118.0,AV RENE COTY,6863,76600.0,76351,Le Havre,76,76351000JJ0040,35.0,1,2.0,Appartement,70.0,3.0,S,sols,19.0,0.116386,49.497985
1280024,2020-529363,2020-11-05,1,Vente,85000.0,5187.0,LA THEBAUDIERE,C565,53160.0,53053,Champgenéteux,53,530530000B1070,11.0,1,1.0,Maison,110.0,6.0,P,prés,12694.0,-0.393332,48.286933
1609868,2020-676567,2020-02-24,1,Vente,645000.0,8.0,PAS LAVOISIER,1100,69300.0,69034,Caluire-et-Cuire,69,69034000AN0153,68,1,1.0,Maison,90.0,5.0,S,sols,428.0,4.843524,45.792427
1775556,2020-748925,2020-04-14,1,Vente,224000.0,5.0,RUE JULES GUESDE,4565,76620.0,76351,Le Havre,76,76351000PK0267,1.0,1,1.0,Maison,123.0,4.0,S,sols,123.0,0.114779,49.50592
921404,2020-385157,2020-10-09,1,Vente,195000.0,33.0,AV DU JUNKA,0225,40480.0,40328,Vieux-Boucau-les-Bains,40,40328000AP0126,1,1,2.0,Appartement,60.0,3.0,J,jardins,99.0,-1.410604,43.787958
1830928,2020-773910,2020-10-20,1,Vente,129000.0,9.0,GR GRANDE RUE,0400,77440.0,77280,Mary-sur-Marne,77,77280000AB0156,26.0,1,2.0,Appartement,47.0,3.0,AG,terrains d'agrément,86.0,3.026162,49.015273
1758433,2020-740469,2020-05-27,1,Vente,80000.0,188.0,CHE DE LA RENOUILLERE,0380,74140.0,74263,Sciez,74,74263000BY0029,60,1,1.0,Maison,45.0,3.0,S,sols,158.0,6.394191,46.341142
2267288,2020-969652,2020-11-27,1,Vente,292000.0,20.0,RUE DE L INTERNATIONALE,4650,93000.0,93008,Bobigny,93,93008000AR0219,1.0,1,1.0,Maison,90.0,5.0,S,sols,232.0,2.461257,48.910224
2259884,2020-965757,2020-03-13,1,Vente,346800.0,1.0,RUE DAVID LEDER,2510,93140.0,93010,Bondy,93,93010000BG0112,5.0,1,1.0,Maison,96.0,5.0,S,sols,182.0,2.477281,48.892004
1325424,2020-548307,2020-04-03,1,Vente,460000.0,6865.0,PORT LA LANDE,B586,56640.0,56005,Arzon,56,56005000AW0061,117,1,1.0,Maison,40.0,2.0,S,sols,44.0,-2.893653,47.539753
118621,2020-52452,2020-05-28,1,Vente,567550.0,961.0,AV DE LA BORDE,0070,6250.0,6085,Mougins,6,06085000CN0011,2.0,1,1.0,Maison,108.0,4.0,S,sols,500.0,6.971777,43.577586
285148,2020-125150,2020-11-17,1,Vente,130000.0,20.0,RUE BUTEMPS,0040,14910.0,14059,Benerville-sur-Mer,14,140590000A0395,2.0,1,1.0,Maison,31.0,2.0,S,sols,104.0,0.051879,49.34833
958059,2020-399396,2020-10-22,1,Vente,36500.0,215.0,CHE DE LA CASERNE,0070,42360.0,42073,Cottance,42,420730000B0209,7.0,1,1.0,Maison,70.0,3.0,S,sols,183.0,4.297251,45.795811
1703334,2020-716768,2020-09-23,1,Vente,270000.0,4.0,ALL DE LA LANDE SAINT PIERRE,0115,72230.0,72260,Ruaudin,72,72260000AH0004,59.0,1,1.0,Maison,90.0,4.0,AG,terrains d'agrément,1945.0,0.274886,47.933078
1701378,2020-715806,2020-07-22,1,Vente,128000.0,4.0,ALL DE CHAMBORD,1062,72000.0,72181,Le Mans,72,72181000NR0049,78.0,1,1.0,Maison,80.0,4.0,S,sols,239.0,0.176058,48.02215
1636514,2020-690366,2020-06-30,1,Vente,385000.0,9.0,RES DOMAINE DE LA COTE,A040,69530.0,69027,Brignais,69,69027000AH0087,9.0,1,1.0,Maison,99.0,5.0,J,jardins,520.0,4.744014,45.681597
744361,2020-306677,2020-03-02,1,Vente,347000.0,70.0,RUE DE L'ARNEDE,0006,34570.0,34320,Vailhauquès,34,34320000AC0113,5.0,1,1.0,Maison,124.0,4.0,AG,terrains d'agrément,1420.0,3.723289,43.673635
1887182,2020-800425,2020-04-29,1,Vente,288000.0,32.0,BD DE L EUROPE,0185,78540.0,78643,Vernouillet,78,78643000AE0166,5.0,1,1.0,Maison,81.0,6.0,AG,terrains d'agrément,569.0,1.98659,48.97133
1993437,2020-847533,2020-09-10,1,Vente,300000.0,191.0,RUE DE BAYLE,0161,83140.0,83129,Six-Fours-les-Plages,83,83129000AH0792,1.0,1,1.0,Maison,88.0,5.0,S,sols,227.0,5.845834,43.092869
137127,2020-60782,2020-09-04,1,Vente,605000.0,54.0,CHE DE PEIREBELLE,0258,6560.0,6152,Valbonne,6,06152000BB0254,2.0,1,1.0,Maison,132.0,4.0,S,sols,500.0,6.998919,43.632472
115656,2020-51008,2020-02-19,1,Vente,637000.0,223.0,BD DE LA SOURCE,0770,6410.0,6018,Biot,6,06018000AR0044,13.0,1,1.0,Maison,227.0,6.0,S,sols,55.0,7.058679,43.637439
2068345,2020-883869,2020-11-13,1,Vente,150000.0,112.0,RUE DE SAINT JEAN DE MONTS,1780,85690.0,85164,Notre-Dame-de-Monts,85,85164000AM0203,4.0,1,1.0,Maison,68.0,3.0,S,sols,96.0,-2.1325,46.822351
880449,2020-368628,2020-11-05,1,Vente,253000.0,680.0,RTE DE SAINT DONAT,0240,38250.0,38205,Lans-en-Vercors,38,38205000AD0040,3.0,1,1.0,Maison,38.0,3.0,S,sols,260.0,5.588372,45.122824
1987779,2020-844067,2020-01-24,1,Vente,313000.0,35.0,RES L OREE DE LA GARDE,A518,83130.0,83062,La Garde,83,83062000AI0800,1.0,1,1.0,Maison,94.0,5.0,S,sols,192.0,6.002787,43.124752
1632596,2020-688494,2020-12-21,1,Vente,371900.0,12.0,ALL HECTOR MALOT,0282,69780.0,69283,Mions,69,69283000BD0191,3.0,1,1.0,Maison,101.0,7.0,S,sols,329.0,4.949262,45.654515
1577075,2020-661353,2020-05-28,1,Vente,131250.0,18.0,RUE DU VILLAGE,0130,64320.0,64041,Aressy,64,64041000AE0043,2.0,1,2.0,Appartement,103.0,4.0,S,sols,1818.0,-0.323548,43.274975
2215168,2020-942284,2020-06-16,1,Vente,304500.0,11.0,DOM DE VILLEJUST,A100,91140.0,91666,Villejust,91,91666000AA0279,1.0,1,1.0,Maison,92.0,4.0,S,sols,49.0,2.239335,48.682763
1629856,2020-687189,2020-10-01,1,Vente,317500.0,4.0,RUE DE LA MAIRIE,0440,69320.0,69276,Feyzin,69,69276000AS0108,4.0,1,2.0,Appartement,92.0,5.0,S,sols,942.0,4.859351,45.673733
1805950,2020-763467,2020-07-11,1,Vente,206500.0,67.0,RUE DES MAZES,1070,77140.0,77431,Saint-Pierre-lès-Nemours,77,77431000BA0010,130.0,1,1.0,Maison,103.0,5.0,S,sols,73.0,2.673122,48.274923
2006076,2020-854589,2020-10-30,1,Vente,950000.0,7.0,SEN DES ECUREUILS,0317,83230.0,83019,Bormes-les-Mimosas,83,83019000BD0011,336.0,1,1.0,Maison,95.0,4.0,S,sols,194.0,6.354669,43.1052
1439204,2020-602545,2020-07-01,1,Vente,120000.0,1.0,SQ DE LA CHOQUE,0815,59400.0,59122,Cambrai,59,59122000AP0431,145.0,1,2.0,Appartement,70.0,3.0,S,sols,2994.0,3.23628,50.175139
707376,2020-292119,2020-12-04,1,Vente,262000.0,14.0,RUE DES FOUGERES,0116,33370.0,33013,Artigues-près-Bordeaux,33,33013000AN0115,7.0,1,1.0,Maison,73.0,4.0,S,sols,705.0,-0.483677,44.855337
2260446,2020-966091,2020-05-25,1,Vente,500000.0,70.0,RUE DE PARIS,7125,93260.0,93045,Les Lilas,93,930450000G0086,17.0,1,2.0,Appartement,67.0,3.0,S,sols,33.0,2.413897,48.878709
1573787,2020-659872,2020-02-27,1,Vente,110500.0,7.0,RUE MARCA,2780,64000.0,64445,Pau,64,64445000CE0100,14.0,1,2.0,Appartement,86.0,5.0,S,sols,17.0,-0.377544,43.294426
91818,2020-38852,2020-10-14,1,Vente,640000.0,1015.0,BD MAL LECLERC,0158,6360.0,6059,Èze,6,06059000AE0207,78,1,1.0,Maison,100.0,4.0,S,sols,288.0,7.350075,43.733975
2335621,2020-1005158,2020-05-19,1,Vente,150000.0,30.0,AV GEORGES CLEMENCEAU,4140,94170.0,94058,Le Perreux-sur-Marne,94,94058000AL0016,9.0,1,2.0,Appartement,19.0,1.0,S,sols,23.0,2.506897,48.837701
1786342,2020-754594,2020-11-12,1,Vente,188000.0,5236.0,IMP DES JONQUILLES,0153,76110.0,76650,Saint-Sauveur-d'Émalleville,76,766500000A0297,2.0,1,1.0,Maison,90.0,3.0,J,jardins,1987.0,0.304363,49.609512
1588464,2020-666358,2020-02-14,1,Vente,339600.0,25.0,RUE ZALDI,2269,64700.0,64260,Hendaye,64,64260000AD1160,2.0,1,1.0,Maison,90.0,3.0,S,sols,396.0,-1.753254,43.36792
2019710,2020-860918,2020-10-22,1,Vente,140000.0,5009.0,SAINT MARTIN,B022,84290.0,84061,Lagarde-Paréol,84,840610000B0268,1.0,1,1.0,Maison,90.0,5.0,S,sols,500.0,4.866473,44.227099
1474788,2020-619132,2020-02-27,1,Vente,140000.0,2.0,IMP DE LA CHAUFFERETTE,0310,60300.0,60612,Senlis,60,60612000AE0316,1.0,1,4.0,Local industriel. commercial ou assimilé,34.0,0.0,AG,terrains d'agrément,22.0,2.584634,49.205233
2069757,2020-884555,2020-12-11,1,Vente,150000.0,14.0,RUE DE L'ORGATTE,1465,85690.0,85164,Notre-Dame-de-Monts,85,85164000AR0129,68.0,1,1.0,Maison,49.0,3.0,S,sols,169.0,-2.133961,46.837287
2304773,2020-988377,2020-05-15,1,Vente,339500.0,1.0,RUE DE GRENOBLE,4175,94700.0,94046,Maisons-Alfort,94,940460000Q0046,20.0,1,2.0,Appartement,63.0,3.0,S,sols,1.0,2.442049,48.806309
1840599,2020-778250,2020-05-25,1,Vente,140000.0,50.0,AV MATTEOTI,0860,77270.0,77514,Villeparisis,77,77514000AM0300,5.0,1,2.0,Appartement,31.0,2.0,S,sols,51.0,2.608081,48.942813
1782056,2020-752365,2020-03-11,1,Vente,213000.0,13.0,RUE SAINT JUST,1182,76700.0,76341,Harfleur,76,76341000AI0903,2.0,1,2.0,Appartement,29.0,2.0,S,sols,23.0,0.200533,49.506709
1945826,2020-826709,2020-11-27,1,Vente,186000.0,17.0,HAM JEAN RACINE,4539,80090.0,80021,Amiens,80,80021000DN0015,66.0,1,1.0,Maison,88.0,5.0,S,sols,452.0,2.335591,49.867432
110200,2020-48594,2020-04-02,1,Vente,335000.0,5262.0,SERRE DE NAIRAUD,B117,6470.0,6016,Beuil,6,060160000H0630,3,1,1.0,Maison,100.0,5.0,T,terres,26.0,6.962312,44.08871
1785890,2020-754354,2020-10-23,1,Vente,160000.0,5270.0,HAMEAU DU HEROBOC,B007,76430.0,76551,Sainneville,76,765510000B0399,1.0,1,1.0,Maison,122.0,6.0,P,prés,1265.0,0.284194,49.543181
1628650,2020-686571,2020-08-26,1,Vente,306000.0,32.0,RUE JEAN MACE,0577,69960.0,69273,Corbas,69,69273000BM0230,21.0,1,1.0,Maison,95.0,4.0,S,sols,213.0,4.902955,45.660595
2311918,2020-992229,2020-12-17,1,Vente,180000.0,66.0,RUE DES MECHES,6151,94000.0,94028,Créteil,94,94028000AV0122,1.0,1,1.0,Maison,117.0,4.0,S,sols,154.0,2.454164,48.791152
1898580,2020-806204,2020-04-30,1,Vente,126000.0,59.0,RUE SAINT BONAVENTURE,1830,78200.0,78361,Mantes-la-Jolie,78,78361000AD0401,1.0,1,2.0,Appartement,53.0,3.0,S,sols,89.0,1.720208,48.983727
1579475,2020-662443,2020-08-26,1,Vente,280000.0,6.0,RUE DES OEILLETS,0730,64140.0,64348,Lons,64,64348000AO0049,106.0,1,1.0,Maison,145.0,7.0,S,sols,269.0,-0.392757,43.335678
102783,2020-44696,2020-07-24,1,Vente,758400.0,290.0,CHE DE SAQUIER,6104,6200.0,6088,Nice,6,06088000AS0110,3,1,2.0,Appartement,54.0,3.0,S,sols,1000.0,7.200942,43.735833
146861,2020-64675,2020-05-18,1,Vente,150000.0,5276.0,LES RAMIERES,B057,7800.0,7240,Saint-Georges-les-Bains,7,07240000ZH0094,4.0,1,2.0,Appartement,67.0,3.0,S,sols,330.0,4.816227,44.839823
868731,2020-363228,2020-01-23,1,Vente,112000.0,11.0,RUE LOUIS AVRIL,0316,38220.0,38562,Vizille,38,38562000AO0167,2.0,1,1.0,Maison,50.0,3.0,S,sols,133.0,5.766827,45.080494
976534,2020-406977,2020-09-23,1,Vente,100000.0,12.0,BD DE LA BOISSONNETTE,0099,42110.0,42094,Feurs,42,42094000AM0312,4.0,1,1.0,Maison,80.0,5.0,S,sols,401.0,4.228109,45.739036
2372014,2020-1020857,2020-01-31,1,Vente,340000.0,25.0,RUE DE LA BARRE,0090,95880.0,95210,Enghien-les-Bains,95,95210000AD0393,12.0,1,1.0,Maison,43.0,2.0,S,sols,50.0,2.314,48.96513
1834297,2020-775186,2020-02-20,1,Vente,228000.0,6.0,DOM DE CLAIRBOIS,A001,77920.0,77441,Samois-sur-Seine,77,77441000AN0035,6.0,1,1.0,Maison,65.0,3.0,S,sols,70.0,2.747721,48.446935
1833226,2020-774772,2020-01-08,1,Vente,420000.0,30.0,RUE DU VIEUX RU,0580,77210.0,77014,Avon,77,770140000C1328,2.0,1,1.0,Maison,129.0,6.0,AG,terrains d'agrément,300.0,2.728389,48.410611
1774361,2020-748428,2020-02-07,1,Vente,121000.0,6.0,RUE BLASCO IBANEZ,0890,76600.0,76351,Le Havre,76,763510000M3075,3.0,1,1.0,Maison,80.0,3.0,S,sols,82.0,0.154304,49.492735
1785957,2020-754387,2020-10-21,1,Vente,26000.0,5481.0,RTE DE GONFREVILLE CAILLOT,0260,76110.0,76141,Bréauté,76,761410000A0032,5.0,1,1.0,Maison,20.0,1.0,J,jardins,600.0,0.40565,49.634147
120838,2020-53391,2020-07-20,1,Vente,1200000.0,322.0,CHE DE PIGRANEL,0860,6250.0,6085,Mougins,6,06085000AZ0209,1.0,1,1.0,Maison,270.0,7.0,AG,terrains d'agrément,2002.0,6.992291,43.607212
135493,2020-60150,2020-06-29,1,Vente,597980.0,2470.0,RTE METROPOLITAINE 18,0003,6640.0,6122,Saint-Jeannet,6,06122000AP0178,5.0,1,2.0,Appartement,91.0,3.0,S,sols,61.0,7.147722,43.739683
900910,2020-376947,2020-01-27,1,Vente,175500.0,32.0,IMP DES CLAIRIERES,0072,40510.0,40296,Seignosse,40,40296000AV0001,15.0,1,1.0,Maison,43.0,3.0,AG,terrains d'agrément,38.0,-1.432528,43.700879
